userName,content,score,time
Windi Saputra,apalah .masuk aplikasi aja gak bisa,1,8/29/2025 17:08
rizal yuuus,zyirizal. Netfelil. Fonlokok.,5,8/29/2025 16:36
yuanita ramadhani,banyak pilihan film bagus dan murah,5,8/29/2025 15:10
Lala Ramla,Ga bisa di pake,5,8/29/2025 14:42
Jacinto Lacerda,ini bisa download GTA San definitif,5,8/29/2025 14:19
Ayam Lepas,"daftar yang saya tonton hilang semua kenapa padahal saya bayar mahal"" film yang saya tonton ga ada di daftar saya semua hilang",1,8/29/2025 13:31
AUDREY FLORINADYA SALAMUN,apalah setiap mau nonton terjadi error pdhl udh hps file dan game ttp aj gbsa huuuu app ga ada bagus nyaa,1,8/29/2025 10:16
Gun Wan,bagus,5,8/29/2025 8:39
Quinn briliant chanel,aku sudah bayar 65ribu lewat shopee pay dan saldo sudah terdebet tapi kenapa akun ku masih ditangguhkan dg alasan ada masalah pembayaran ????? hilang dong uangku 65ribu..sialan ini Netflix GAK JELAS BANGET !!! BALIKIN UANG SAYA DEH.!!!!,1,8/29/2025 8:10
45_mohammad alfin k (alfin),"tolong dong permudah pendaftarannya, ribet amat perkara daftar trus bayar doang padahal kolom udh keisi semua ttp gk bisa, saldo udh di lebihin juga males jadinya",3,8/29/2025 7:57
M ihsan Mubarok,"Hey, why didn't I subscribe and my balance was still taken? What's this, dammit, it's not my balance, I shouldn't play, just take it, plok, I don't want to know, I want my friend's money back, it's okay to play a",1,8/29/2025 3:46
Hai !,"capek banget anj, aplikasi ga jelas, setiap mau pembayan baru selalu keterangan dompet digital telah digunakan di akun lain, lah kocak akun yang tertaut dengan dompet digital ini ya akun yang aku mau bayar ini, gmn sih, masak setiap mau bayar langganan harus perbarui metode pembayaran mulu, ribet anj",1,8/29/2025 0:22
Hakimul Huda,"kenapa ini aplikasi semua filmnya ga bisa di putar, saya sudah bayar loh ini, ini lama kelamaan kok jadi gini ga jelas banget, mending pindah aja lah ke aplikasi sebelah",1,8/29/2025 0:07
1535_Tri Bosko,untuk ubah paket sangat ribet,1,8/28/2025 21:49
Bri Mo,"Apk miskin!!! udh bayar langganan akun gabisa dibuka, terus saldo berkurang 180k setiap bulan, padahal akun udh gabisa di pake HATI HATI JANGAN DOWNLOAD NETFLIX",1,8/28/2025 21:26
je ham,sangat memuaskan,5,8/28/2025 20:56
HaW channel,mau bayar netflix pakai ovo susahnya minta amppuuunnnn.....,1,8/28/2025 20:53
Reza Umar Syarifudin,"zat, ini dapat di ci Donna dr,,yg dr, r😄😙😙🥱🤭Rz r, Dan XD es a `",4,8/28/2025 20:42
Hendra Hermawan,bgus bnget aku ksih lima bintang,5,8/28/2025 20:33
AUZA,INI VIDIO YG UDAH DI DOWNLOAD GABISA DI PLAY,1,8/28/2025 19:27
Nirmala 10,mau login aja susah banget bikin emosi aja,1,8/28/2025 19:11
Desi warnitati,"susah msuknya ,sudah di daftarkan segala macam ttap mntak msukan lagi email dan sandi 🤦🏻‍♀️",1,8/28/2025 16:38
Aliifah Al Thofunnisa,akses untuk login nya sgt menyulitkan.,1,8/28/2025 16:26
Lega Lestari,"padahal udah bayar, saldo udah terpotong.. tpgak bisa log in aplikasi,, gimana ini",4,8/28/2025 16:16
Hhasyim29,bagus banget saya jadi bisa nonton squid game menurut saya ini aplikasi rekomendasi banget sih lengkap semua film ada,5,8/28/2025 15:22
Siska Safitri,"netflix knp ini, kok ada gangguan yerus, padahal wifi ku baik2 saja",2,8/28/2025 14:22
faiz adilla,"they just remove all of my show, weirdly enough they just remove just on my account.",1,8/28/2025 14:12
Alya Jazila lslami,Aplikasi ini tidak bisa login,1,8/28/2025 12:57
Andhika Koswara,PERBAIKI APLIKASI NYA MAU DAFTAR AJA SUSAH BANGET,1,8/28/2025 12:42
fitri amelia,"kenapa di tv sama di HP nggak sama ya, di hp nggak update ini",3,8/28/2025 12:17
yosep yoswin,Kenapa film yang ku sukai semuanya menghilang seperti demon slayer dan Sakamoto days?,3,8/28/2025 11:12
Muhammad Al Qardawi,"ribet Ama, mau nonton film lokal dipersulit, dr pendaftaran aj udh d bikin ribet gmn si",1,8/28/2025 10:15
Sri Wahyuni,"ini Bgai mn sih, ktnya pmbyrannya bln September akhir, in kok malah minta byr sblm waktunya sih...!",3,8/28/2025 6:54
aisyah henda,dari smlm netflix bermasalah ga bs diputer filmnya padahal udh cb segala cara knp bs gt? pdhl jaringan cb buka app lainnya lancar kok,1,8/28/2025 4:56
Theresia Desi Selvia,best,5,8/27/2025 21:33
RIKO DERIAN SAPUTRA,"saya sudah login akun google tapi knpa ga bisa masuk, ku kira akun google ku salah,aku perbaiki lagi tapi tetep gabisa,saya bkin akun google lagi eh tetep aja ga bisa,ini aplikasinya knpa ya? tolong jawab",1,8/27/2025 20:06
Iovy Zety Da Costa Belo,APLIKASI STREAMING terbaik ...,5,8/27/2025 19:31
Nurhasanah Nurhasanah,"saya sudah donwnload udah langganan enggak bisa di tonto, rugi aja yg ada",1,8/27/2025 17:16
Alya.R Khadafi,"seru sih, tapi pas aku udah enggak download/berlangganan saldo ku malah ke potong",2,8/27/2025 14:49
Usamah Mukhdor,emang kalau login harus berbayar ya aplikasi gak jelas,1,8/27/2025 13:46
Ronauly Margaret,"Filmnya bagus-bagus. customer servicenya top! barusan baru sadar bahwa kedebet otomatis padahal sudah saya batalkan sebelumnya di aplikasi pembayaran lain, direfund dong.. terima kasih banyak atas profesionalitasnya. kedepannya kalau ada kesempatan saya akan pakai lagi.",5,8/27/2025 13:43
Halo Helo,APK PENIPU GUA UDAH BATALIN LANGGANAN MASA OTOMATIS BAYARR ANJGGGGGGGG DUIT GUA BALIKIN TAIIIIIII APK HARAMMMMMMMM AJGGGGGGGGGG,1,8/27/2025 10:59
Muhammad Bin Dhuhur,jelek gak jelas aplikasi ini kecewa uda kalong paket 50 rb gak bisa di gunakan kecewa kapok,1,8/27/2025 10:42
Apa sih Kepo,ini kenapa di email tidak ada keterangan pembayaran lunas dari gmail? sedangkan saldo sudah di potong.,2,8/27/2025 9:51
atik sooader,"aplikasi yang tidak mengutamakan kenyamanan pelanggan, hanya karna qris dibuat oleh China maka netflik gak mau pake",2,8/27/2025 4:47
Bella Ningrum,sumpah netflix parah banget.. notif nya akun banyak yang pakai.. padahal g ad yang pakai sama sekali...,1,8/27/2025 1:42
Feri.marsandi@gmail.com Marsandi,perangkat tidak bisa dioperasikan pada android 13 !!!!,1,8/27/2025 0:22
Riswan Alamsyah,tolong di bantu saldo sudah terpotong tapi belum juga bisa bergabung,1,8/27/2025 0:22
Sabrang Mowo Damar Panuluh,Terjadi kesalahan saat memutar video (5.10),1,8/26/2025 23:52
aya urbanz,netflix nya muter2 mulu di pakai di android,2,8/26/2025 22:34
Dimas Syahrian,daftar aja ribet padahal mau langganan,1,8/26/2025 21:42
Akmaluz tz,"aplikasi GK jelas, harus banget gitu pake sandi? gak bisa pake email aja? kita Dateng buat nonton bukan cari masalah. ayolah gak usah pake sandi segala gak penting tau gak? terus kalo lupa bikin akun lagi gitu? mending gw kasih bintang 1 kalo bisa 0 aja",1,8/26/2025 20:51
Alliska Mateka,jelek,1,8/26/2025 20:09
Gst Gst,mantap,5,8/26/2025 18:11
Kii,b aja,3,8/26/2025 17:30
Victoria Ngalon,kenapa aplikasi tidak dapat di unduh selalu tertunda terus,1,8/26/2025 13:59
lui fazli,"halo admin netflix tolong di tingkatin dong kualitas film nya, perbanyak update film film baru, masa saya bayar 120rb /bulan tapi yg saya dapatin ga sesuai sama yg saya bayar, lama banget nunggu update film nya. terimakasi",4,8/26/2025 13:01
YesYouAre,mantap,5,8/26/2025 11:42
Nurohman Maulana,apa sih ini gak bisa di tonton mau pake data wifi memuat terus masa cuman bisa nonton trailer doang. Jelek banget 😡,2,8/26/2025 4:16
Anugrah Palaguna75,aplikasinya kurangajar memotong saldo tanpa persetujuan custumer dan tidak ada perjanjian untuk langganan,1,8/26/2025 2:31
Mohamad Faisal Akbar,ngelag ini gimana.,1,8/26/2025 2:02
Lato Denny Cherly,tetbaik,5,8/25/2025 23:35
Celine Prad,"There are many bugs, especially on the page of films that will be shown, many series and film trailers are not the same as the title or image.",1,8/25/2025 21:44
rando Japane,asli parah sumpah... daftar harus bayar... kaga ngotak apa. kek pemerasan aja semua harus bayar . udh la nnton kadang lag... kacau emak apk zaman sekarang,1,8/25/2025 20:58
Farhan Basiq,bagus,5,8/25/2025 20:19
Bimo Wayang,dah bayar dan saldo terpotong. pembayaran tertunda. gak bisa nonton. suruh nunggu maksimal 24 jam,1,8/25/2025 20:17
Ikah Sarikah,udah di gak membership lagi tapi malah ngambil duit saya,1,8/25/2025 20:05
Lisna Azzahra,rempong skli daftarnya harus bayar pula,1,8/25/2025 16:56
Joko Sungkowo,mantap,5,8/25/2025 15:11
Febri Mustamil,"aplikasi busuk,susah digunakan",1,8/25/2025 13:54
Bangoe Sunandar,"untuk perbaruan episodenya lama gak kaya yang lain,,, di apk lain udah episode baru,lah di sinih mah lama banget jarak tayangnya sama yang lain",2,8/25/2025 13:32
Gia Sabilla,bagus tapi sering eror,3,8/25/2025 11:39
Lerysetiawannn1,GAJELAS GABISA NONTON LELET,1,8/25/2025 4:12
Piyudraving,"tiba2 film exclusive nya hilang nggak bisa di cari, padahal produksi dari netfix juga, nggak tau bug atau apaan, udh langganan juga bikin kesel",1,8/25/2025 3:19
Sam Tius,ok mantap tapi kenapa sekarang tidak lagi kompatible dengan perangkat proyektor saya awal semulanya didukung sekarang kok tidak bisa lagi padahal udahlangganan,5,8/25/2025 2:04
Medina Niswa,bagus banget kartun kartunnyaa!🌟,5,8/24/2025 21:36
prida hari pangestu,uwow,5,8/24/2025 18:49
Afdahtul Harsadan,"nih apk, kalau semisal gak ada tugas dari dosen juga, gw bakalan ogah buat download, apa apaan nih apk, keluar sndri mulu, udh gitu g bisa masuk, kalaupun masuk harus ganti katasandi tapi g bisa diganti, terus gitu ad opsi pakai kode, pas udh ad kodenya malah g bisa masuk, nih apk lagi ngelawak kah? pantesan rate-nya aja turun drastis 👎👎",1,8/24/2025 17:31
Dev Vargash,keren,5,8/24/2025 17:01
Sapto Purnomo,masuk aja ribet auto unistal....cuma pengen nonton susah ..,1,8/24/2025 16:40
Hania Sasira,aplikasi ini sangat baik,5,8/24/2025 16:11
Diego Cristian Sanjaya,kenapa tidak bisa berbagi layar? dasar pelit,1,8/24/2025 16:10
Azira Praditha,susah masuk kedalam aplikasinya,1,8/24/2025 15:46
Aan Diana,"Gajelas, gak bisa masuk sama sekali",1,8/24/2025 15:06
dewi gotami,"sangat bagus, cepat , banyak pilihan film.. aku mau nanya apakah ntr akan muncul demon slayer infinity castle?? semoga muncul di netflix",5,8/24/2025 13:27
Maulana Farizi (Farizi),"masa mau daftar uda masukin email tp gabisa lanjut, tulisanny ""maaf, terjadi kesalahan"" lh kesalahan apa? mau daftar doang kesalahan?",1,8/24/2025 13:11
Akun Utama,KEMBALI KAN TAMPILAN KE VERSI SEBELUM NYA !!!!!!,3,8/24/2025 12:58
Rara EUY,"oy ko g bisa dibuka ini, bagus bgt si apknya cuma nape ini kaga bisa dibuka",5,8/24/2025 12:47
Khalilah Noviani,tolong diperbaiki' kenapa di smart TV susah buka..,1,8/24/2025 12:06
Dhesi Cabang,terbaik,5,8/24/2025 10:15
Risti Ramadhani,"seru sih bisa nonton film biar gak nonton bajakan, tapi kenapa saya setiap nonton loading nya lama banget pake banget, jadi kayak percuma uda bayar buat berlangganan gak bisa ditonton, padahal kuota ada wifi ada, hmm",2,8/24/2025 10:08
ADIN MONEK PATRA,tiba tiba tanggal 24 Agustus 2025 saya lagi nonton dungeon meshi jam 7 am tiba tiba film nya gada dan gabisa di putar dan beberapa anime yang saya tonton tiba tiba gada padahal lagi nonton saya keluar app bentar pas masuk gada aneh emang ngeselin padahal dikit lagi kelar,3,8/24/2025 8:22
Altair Algaza,"gajelas banget subtitle indo nya,jauh dari arti sebenarnya bahasa jepang,ini duit buat subtitle nya dikorupsi apa gimana?",1,8/24/2025 6:32
Langi Pang,"kenapa yah, saya sudah berlangganan tapi gak bisa masukin akun, itu maksudnya apa, katanya akun saya tak terdaftar, trus saya harus pake akun yang kayak mana? percuma.",1,8/24/2025 6:02
Santri pratama,"gak jelas, tau tau akun keluar dan gak bisa masuk, padahal langganan setiap bulan dan pemakaian pribadi",1,8/24/2025 1:41
Aprii12 Aprii12,Warna setiawan,3,8/24/2025 1:17
Aviya Kiki,baguss banyak bgt film nya!!!,5,8/23/2025 21:32
Swety Christine,sekarang sering ERROR 😰🤦‍♀️🥺,5,8/23/2025 20:52
Jhon Geri M,"filmnya kurang lengkap contohnya The Raid Redemption1- 2 + boyka undisputed juga tdk ada, tambahan kalau bisa biarkan kami yang belum VVIP melihat isinya terlebih dahulu sebelum harus membeli VVIP agar bisa melihat isi, atau film yang dicari-cari, untuk meminimalisir pengeluaran. 👎👎👎",1,8/23/2025 19:50
Fatur Hafidz,film narutonya kok suka ilang ilangan si min gimana si,1,8/23/2025 18:46
Wedi Penata,"fully entertaint, a lot of choice movie , documenter and other channel",5,8/23/2025 18:05
via utomo,"bisa dibantu, kenapa mau bayar pakai ovo ada keterangan akunmu sudah terhubung dengan akun netflix lain? padahal selama ini bayar langganan bulanan selalu pakai ova dengan nomor yang sama",5,8/23/2025 14:30
Maryati Meilani,keren,5,8/23/2025 12:39
Faeyzaee ee,sudah dipotong Uangnya pas mau masuk terjadi kesalahan terus,1,8/23/2025 11:39
Edi Pati,saya bahkan tidak bisa buat akun,1,8/23/2025 9:21
Yudha Eka pratama,mau daftar lagi aja susah payah,1,8/23/2025 8:24
Rhizam 99,saya baru daftar baru 1 minggu di pakai kenapa pas mau nonton di bilang harus bayar lagi bagaimana kah ini netflix,5,8/23/2025 8:23
rizal rifani,Netflix gobs lalajo kudu Aya kouta unggal bulan potongan wae strees,1,8/23/2025 7:10
Rendi Hermawan,good,5,8/23/2025 3:15
Sigma Skbidii,"Ini gimana si cara daftarnya. Ribet banget. Padahal udah mau selesai. Malah di balikin lagi ke menu awal. Ini aplikasi film menurut gw paling ribet si, di bandingin dengan aplikasi film lainnya. Tolong jelaskan cara daftar yang benar.",3,8/22/2025 23:33
Dedy Devi,tidak bisa di hapus memori kebanyakan,1,8/22/2025 20:51
Yessica Yulandayani Hutasoit,tolong dong dibantu saya langganan netflix ini kenapa saya gak bisa bisa untuk masuk dengam akun saya ada yang tau? jelek bgt skrg netflix ini pokoknya buruk SEKALI,1,8/22/2025 19:42
Gandhi Wibisono,film horror nya sedikit sekalaiiiii,4,8/22/2025 19:30
fitra abdillah,"banyak anime yg season nya tertunda, ada jg film Wednesday season nya pernah lengkap tapi sekarang tidak lengkap. payah",1,8/22/2025 19:12
Baang Jon,saya sudah langganan tapi tidak bisa menonton film nya,1,8/22/2025 18:33
Rahmawati 'Ammah',Sekarang aplikasinya ga bagus. Aplikasi sering kali gangguan dan tidak bisa menjangkau layanan yang ada.,1,8/22/2025 18:05
Shaniaempica empica,di persulit sekali ya saat ingin mncoba login,3,8/22/2025 17:21
Ridho Alhafidz,"ampas... macem aplikasi abal abal gini,menyesal belik premium. kualitas film gabisa setting sendiri, film nya bnyak yg kurang update. klo nonton yg episode nya bnyak ribet carik nya, astagaa🤣. itung sedekah x yaa",1,8/22/2025 15:10
Mikazu,yg bilang ga bisa ini itu mending lu ganti hp karena yg error hp lu terus yg bilang burik juga berapa hz hp lu atau monitor pc lu 100hz apa 4k ? ya pantes burik klo masih 60/59hz sdm lu keliatan gtuan ga ngerti sosoan koar koar,5,8/22/2025 12:48
Reski yantoro,saya kasih bintang 4 dulu,4,8/22/2025 7:29
Arif Diniwan Putra,Tolong bantu kenapa gak bisa ditayangkan di TV?? selalu memutar filmnya tapi gak jalan klw di hp bagus- bagus aja,2,8/22/2025 1:12
Ivan chikal m Chikal,email gw dah ratusan masuk aplikasi tapi di Netflik daptar Z. dibuat sulit alasan sandi salah itu salah... bnyak bacot..,1,8/22/2025 1:10
ArAmaichh A,anime banyak di hapus,1,8/22/2025 0:30
Tazqiyah Annufus,"gak jelas bngt udah punya akun tapi gak bsa masuk , email salah. no hp salah, ribettttt",2,8/21/2025 22:38
Goggle Googlegblk,aplikasi teribet,1,8/21/2025 20:47
Edi Candra,bagus buat hiburan,5,8/21/2025 20:45
Ayu Sagita,"paraaaah bgt udh langganan ternyata baru 1/2 episode drakornya Netflix nya udh gak bisa di buka lagi,, kaacoo bgt dah buang"" duit",2,8/21/2025 20:32
Fiona Yoshiko,"ga bisa login pdhl udh bener Gmail sm ow saya, tpi salah Mulu :(",2,8/21/2025 19:20
Brigitta Yuli,"dalam seminggu, udah 2x netflix nggak bisa dipake. tiba2 balik ke akun lama, history nonton yg lama. history drama yg baru ditonton nggak ketemu kalau dicari, nggak bisa buat nonton serial yg lain juga karena episodenya nggak ada yg keluar. please deh yaa kalau mau update, segera update dehh. ini bukan aplikasi gretongan lho yaa 🫠",1,8/21/2025 18:08
Hafiz Ramadhan,kagak bisa anjir,4,8/21/2025 17:52
